frame,cx,cy
3446,600,219.875
3451,604,228.75
3452,604,228.5
3453,605,230.875
3466,437.125,241.75
3467,436,245.375
3468,434.75,250.125
3469,433.75,254.25
3470,432,257
3471,430.875,258.75
3472,430.375,261.5
3473,429.375,271
3474,428.875,274.25
3475,431.75,274.25
3476,431.375,280.5
3477,432.375,285.75
3478,433.75,289.25
3479,434.75,293.75
3480,437.5,299.5
3481,437.75,302.25
3482,438.5,305.5
3483,440.375,308.875
3484,441.875,311.625
3485,443.25,315.25
3486,446.25,318.5
3487,448.5,322.25
3488,452.5,324.75
3489,454,328
3490,458,331.125
3491,458.875,332
3492,466.25,335.125
3494,478.5,330.125
3495,482.25,329.375
3496,485.875,329
3497,489.875,329.625
3498,494.125,329.25
3499,509,324.625
3500,516.25,323.375
3501,522.125,322.375
3502,529.625,322.25
3503,542,316.875
3504,550.75,316
3505,557.5,314.5
3506,563.125,312.5
3507,565.875,308.75
3508,573.75,298.75
3509,579.5,297.375
3510,584.875,295.875
3511,590.25,293.5
3512,594.75,289.875
3513,604.625,285
3514,614,286.25
3515,618.75,285.75
3516,622.5,284
3517,624.5,283.875
3518,625.5,283
3519,626,284.25
3520,626,284.625
3521,626.25,285.5
3522,626.25,286.125
3523,626.5,287.5
3524,636,283.75
3525,639.75,284.75
3526,645.75,286
3527,649.75,287.75
3528,653.5,288.75
3529,656,289.375
3530,665,284.5
3531,668.25,285.25
3532,675.25,288
3533,679.75,291
3534,682.5,292.125
3535,690,290.375
3536,694.25,292.5
3537,697.25,294.5
3538,701,294.25
3539,706,294.75
3540,710,294.125
3541,713.75,292.5
3542,719.75,286.75
3543,723.25,284.125
3544,726.25,279.25
3545,728,275.5
3546,730.5,270.75
3547,731.75,269
3548,733.5,266.625
3549,734.75,264.5
3550,735.5,262.125
3551,736.25,259.375
3552,737,258
3553,735.5,254
3554,735,251.625
3555,734.75,249
3556,733.75,244.5
3557,732,240.375
3558,730.75,237.25
3559,730,232.125
3560,730.5,227.5
3561,729.75,219.25
3562,729,211.5
3563,728,205
3564,727,197.5
3565,724.25,189.5
3566,722,182.25
3567,719.25,178
3568,716.5,173.125
3569,710.25,173.25
3570,705,170.625
3571,701,169.25
3572,698.5,168
3573,695.75,167.625
3574,690.5,167.5
3575,683.25,169.25
3576,677.5,166.25
3577,667.25,159.75
3578,661.75,155.5
3579,653.75,153.5
3580,646.5,155.875
3581,635.75,153
3582,630.5,155.625
3583,623.5,158.5
3584,615.75,168.375
3585,608.75,175.5
3586,602.25,186
3587,596.75,195.5
3588,588.625,208.5
3589,582.75,212.75
3590,577.75,218
3591,570.375,221
3592,563.75,223.25
3593,551,226.5
3594,544.25,226.875
3595,537.25,227
3596,528.25,232.625
3597,519.75,231.75
3598,511.25,229.25
3599,507,229
3600,501.5,230.75
3601,494.5,238
3602,489,239.875
3603,484.125,241.75
3604,479.75,245
3605,475.625,247.75
3606,470.75,249.5
3607,465.5,252.5
3608,457,258
3609,449.75,257.875
3610,444.5,258.75
3611,439,260.5
3612,429.125,268.25
3613,422.25,267.25
3614,415,266
3615,411.125,265.625
3616,404.875,262.25
3617,398,266.5
3618,394.5,266.75
3619,389.75,264.875
3620,385,264.375
3621,382.25,265.25
3622,378.875,265.5
3623,375.875,265.75
3624,372.375,265.375
3625,368.625,262.375
3626,367.625,261.5
3627,366.625,260.75
3628,365,259.125
3629,361.375,262.625
3630,360.5,263.5
3631,357.625,263.875
3632,355.25,264.875
3633,352.75,265.375
3634,351.25,265.375
3635,350.312,265.875
3636,349.375,266.25
3637,348.25,265.75
3638,348.75,265.5
3639,348.625,266.25
3640,348.75,267
3641,349.875,268.375
3642,352.25,272.25
3643,352.625,274.5
3644,351.875,276.625
3645,352.5,280.5
3646,353.125,284.75
3647,354.25,288.625
3648,353.375,291.75
3649,353.25,296.5
3650,356.625,303
3651,358.625,306.875
3652,362,310.625
3653,366.125,312.75
3654,370.25,318.5
3655,374.5,323.25
3656,377.375,328.625
3657,382.125,336.25
3658,386.75,340
3659,393.25,346.75
3660,397,350.5
3661,401.5,354.75
3662,414.75,351.25
3663,419.5,351.75
3664,423.625,352.75
3665,428.25,355
3666,432,356.5
3667,444.125,353
3668,450.875,354.75
3669,454.875,356.5
3670,460.5,359.25
3671,463.25,361.5
3672,477.25,358.25
3673,482.375,359.75
3674,487.125,361.5
3675,491.5,363.75
3676,494,364
3677,503.875,366.25
3678,514,360.5
3679,517.75,360.75
3680,522.625,362.25
3681,526.75,363.25
3682,535.375,363.75
3683,546.375,358.25
3684,549.5,358
3685,553.875,358.5
3686,559.75,360
3687,562.625,359
3688,576.75,352.5
3689,580.875,351
3690,584,348.25
3691,587.25,346.25
3692,592.125,344.25
3693,596.375,341.875
3694,598.75,338
3695,607.25,326.75
3696,611.375,324.125
3697,616,320.875
3698,620.75,317.75
3699,623.5,314.25
3700,626,307.75
3701,628.5,301
3702,625.25,295.25
3703,643,287
3704,647,283.875
3705,652,281.5
3706,657,279.5
3707,660.25,275.25
3708,670.25,266.5
3709,675.5,266.375
3710,681.5,267.375
3711,694.75,264.375
3712,699,266
3713,706.5,270.75
3714,712,273
3715,716,275.875
3716,720.25,278.75
3717,722.5,282.75
3718,729,280.25
3719,731.75,284.875
3720,734.5,288.625
3721,737.5,292
3722,740,296.625
3723,740.5,300.5
3724,746.25,306.625
3725,747.5,309.5
3726,751,311
3727,752,316
3728,753,319.125
3729,753.25,322
3730,753.25,326.25
3731,755,331.75
3732,754.75,335
3733,754.5,339
3734,753.75,343.5
3735,753.25,348.5
3736,752.5,353
3737,751.25,358
3738,751.25,364.75
3739,750.75,367.5
3740,749.25,371
3741,746,374.25
3742,743.25,375.75
3743,734.25,379.25
3744,730.25,381
3745,727.5,383.25
3746,723.25,384.25
3747,720,385.25
3748,717.5,385.25
3749,708.5,391
3750,702.5,389.25
3751,698.5,388.25
3752,693,385
3753,688.5,383.75
3754,686,383.5
3755,678,387.5
3756,672.5,386
3757,666.75,381.25
3758,662.75,379.5
3759,658.25,378.25
3760,655.5,377.25
3761,653.5,376
3762,648,378
3763,643.5,376.25
3764,637.75,373.5
3765,633.5,372.75
3766,630,371.5
3767,625.5,371.25
3768,622.75,370.25
3769,618,373
3770,616.75,372.75
3771,615.5,371.75
3772,613.75,370.75
3773,613.25,371.5
3774,611.75,371.5
3775,609.5,370.75
3776,608,370.75
3777,607.125,370.5
3778,606,370
3779,605.125,369.25
3780,605.25,368
3781,604.5,367.75
3782,604,367
3783,603,367.5
3784,601.125,367.25
3785,599,367
3786,595.75,367.25
3787,592.625,367.25
3788,586,369.75
3789,580.75,369
3790,574.5,367.25
3791,570.625,366.25
3792,565.625,366.5
3793,561.125,365.5
3794,554.125,369.25
3795,549,368.25
3796,543.125,368
3797,540,367
3798,535.75,366.5
3799,533.5,364.5
3800,530.75,363.75
3801,525.75,365.75
3802,522.25,363.25
3803,517.875,361.75
3804,513.5,360.5
3805,509.125,360.5
3806,503.25,360.25
3807,499,360.75
3808,493,363.75
3809,489.875,363.75
3810,485.5,363.75
3811,480.25,363
3812,476.875,362
3813,474,361.25
3814,471.5,360
3815,469,359
3816,466.75,354
3817,464.75,351
3818,463.5,345.75
3819,462,343.25
3820,459.625,344.5
3821,457.625,340
3822,456.25,336.25
3823,456.625,334
3824,456.25,332
3825,457.5,331.75
3826,458.5,331.25
3827,459.75,331
3828,460.75,331.5
3829,462.125,330
3830,464.375,323.25
3831,466.25,321.75
3832,468.5,321.25
3833,471.75,319.25
3834,474,317.875
3835,476.5,317.125
3836,481,315.25
3837,484.875,313.625
3838,488.625,312.5
3839,493.625,311.125
3840,499.125,305.125
3841,502.875,302.5
3842,506.5,298.375
3843,511,296.5
3844,518.625,294.125
3845,524.125,291.25
3846,530.5,288.25
3847,536.875,287.25
3848,541.75,285.375
3849,549.875,284.625
3850,556.25,284.125
3851,562.5,282.75
3852,571.75,277.75
3853,578.75,274.625
3854,581.125,271.5
3855,585.125,270.75
3856,588.625,270.25
3857,600.5,264.625
3858,604.5,264.125
3859,610.5,263.5
3861,619.25,262.75
3862,623,260.5
3863,625.5,257.75
3864,634.5,252
3865,638,250.25
3866,643.75,250.125
3867,647.75,249.875
3868,651.25,248.625
3869,653.5,245.5
3870,656,243.5
3871,658.75,241
3872,666,235.875
3873,669,235.75
3874,671.75,231.875
3875,676,232
3876,680.25,232.25
3877,684,231.5
3878,693,225.125
3879,696.25,223.375
3880,699.5,223
3881,703,221.75
3882,707.75,220.625
3883,711,217
3884,714.75,215.125
3885,717,214.125
3887,724.5,197.25
3888,728.25,193.75
3889,731,191.125
3890,735.5,191.125
3891,738.5,190.75
3892,742,189.75
3893,745.75,185
3897,759.5,165.75
3898,765,163.625
3899,768.5,162
3900,770,159.875
3901,771,156.25
3902,771.75,152
3903,772,149
3904,772.25,145.625
3905,773,141
3906,773.25,137.5
3907,773,132.25
3908,774.75,130.5
3909,776,127.375
3910,775,123.375
3911,772.25,119.625
3912,767.25,115.875
3913,761.75,112.25
3914,756.25,110
3917,740.5,108.375
3918,733.75,108.25
3921,713.75,114.875
3922,705.5,115
3923,698,119.625
3925,679.5,130.25
3927,665.75,135
3929,652,152.375
3930,646.25,158.25
3931,640.5,161.125
3932,634.5,164.25
3933,631.5,167.375
3934,625.25,180.625
3935,619.25,182.375
3936,614.25,185.5
3937,610.25,190
3938,604.125,195.25
3939,600.125,199
3940,595,209.125
3941,591.75,215.25
3942,587.125,220
3943,582.625,222.5
3950,567.25,253.5
3951,566,256.5
3952,562.375,265.75
3953,560.75,270.375
3954,559,271.25
3955,557.75,277.25
3956,555.25,282.75
3957
